doc_id,words,sentences,cluster_id,tokens
['nw/xinhua/02/chtb_0289'],"['Customs', 'is', 'entitled', 'to', 'reject', 'shipments', 'of', 'goods', 'that', 'can', 'not', 'provide', 'legal', 'proof', ';', 'for', 'importing', 'and', 'exporting', 'laser', 'discs', ',', 'laser', 'video', 'discs', 'and', 'importing', 'laser', 'disc', 'molds', 'and', 'materials', 'and', 'laser', 'videos', 'as', 'part', 'of', 'processing', 'trade', ',', 'the', 'consignors', 'and', 'consignees', 'shall', 'complete', 'Customs', 'formalities', 'based', 'on', 'relevant', 'regulations', 'of', 'the', 'country', 'and', 'proof', 'of', 'approval', 'issued', 'by', 'relevant', 'departments', 'concerned', 'with', 'audio', 'and', 'video', 'products', ';', 'when', 'importing', 'and', 'exporting', 'goods', ',', 'if', 'the', 'consignors', 'and', 'consignees', 'falsify', 'conditions', 'of', 'the', 'property', 'rights', 'of', 'the', 'goods', ',', 'evade', 'supervision', 'of', 'Customs', ',', 'and', 'smuggle', 'goods', 'that', 'violate', 'rights', ',', 'Customs', 'will', 'handle', 'them', 'in', 'accordance', 'with', 'the', 'relevant', 'regulations', '.']","Customs is entitled to reject shipments of goods that can not provide legal proof ; for importing and exporting laser discs , laser video discs and importing laser disc molds and materials and laser videos as part of processing trade , the consignors and consignees shall complete Customs formalities based on relevant regulations of the country and proof of approval issued by relevant departments concerned with audio and video products ; when importing and exporting goods , if the consignors and consignees falsify conditions of the property rights of the goods , evade supervision of Customs , and smuggle goods that violate rights , Customs will handle them in accordance with the relevant regulations .",4,"(75, 75)"
['nw/xinhua/02/chtb_0289'],"['Customs', 'is', 'entitled', 'to', 'reject', 'shipments', 'of', 'goods', 'that', 'can', 'not', 'provide', 'legal', 'proof', ';', 'for', 'importing', 'and', 'exporting', 'laser', 'discs', ',', 'laser', 'video', 'discs', 'and', 'importing', 'laser', 'disc', 'molds', 'and', 'materials', 'and', 'laser', 'videos', 'as', 'part', 'of', 'processing', 'trade', ',', 'the', 'consignors', 'and', 'consignees', 'shall', 'complete', 'Customs', 'formalities', 'based', 'on', 'relevant', 'regulations', 'of', 'the', 'country', 'and', 'proof', 'of', 'approval', 'issued', 'by', 'relevant', 'departments', 'concerned', 'with', 'audio', 'and', 'video', 'products', ';', 'when', 'importing', 'and', 'exporting', 'goods', ',', 'if', 'the', 'consignors', 'and', 'consignees', 'falsify', 'conditions', 'of', 'the', 'property', 'rights', 'of', 'the', 'goods', ',', 'evade', 'supervision', 'of', 'Customs', ',', 'and', 'smuggle', 'goods', 'that', 'violate', 'rights', ',', 'Customs', 'will', 'handle', 'them', 'in', 'accordance', 'with', 'the', 'relevant', 'regulations', '.']","Customs is entitled to reject shipments of goods that can not provide legal proof ; for importing and exporting laser discs , laser video discs and importing laser disc molds and materials and laser videos as part of processing trade , the consignors and consignees shall complete Customs formalities based on relevant regulations of the country and proof of approval issued by relevant departments concerned with audio and video products ; when importing and exporting goods , if the consignors and consignees falsify conditions of the property rights of the goods , evade supervision of Customs , and smuggle goods that violate rights , Customs will handle them in accordance with the relevant regulations .",4,"(89, 90)"
['nw/xinhua/02/chtb_0289'],"['Customs', 'is', 'entitled', 'to', 'reject', 'shipments', 'of', 'goods', 'that', 'can', 'not', 'provide', 'legal', 'proof', ';', 'for', 'importing', 'and', 'exporting', 'laser', 'discs', ',', 'laser', 'video', 'discs', 'and', 'importing', 'laser', 'disc', 'molds', 'and', 'materials', 'and', 'laser', 'videos', 'as', 'part', 'of', 'processing', 'trade', ',', 'the', 'consignors', 'and', 'consignees', 'shall', 'complete', 'Customs', 'formalities', 'based', 'on', 'relevant', 'regulations', 'of', 'the', 'country', 'and', 'proof', 'of', 'approval', 'issued', 'by', 'relevant', 'departments', 'concerned', 'with', 'audio', 'and', 'video', 'products', ';', 'when', 'importing', 'and', 'exporting', 'goods', ',', 'if', 'the', 'consignors', 'and', 'consignees', 'falsify', 'conditions', 'of', 'the', 'property', 'rights', 'of', 'the', 'goods', ',', 'evade', 'supervision', 'of', 'Customs', ',', 'and', 'smuggle', 'goods', 'that', 'violate', 'rights', ',', 'Customs', 'will', 'handle', 'them', 'in', 'accordance', 'with', 'the', 'relevant', 'regulations', '.']","Customs is entitled to reject shipments of goods that can not provide legal proof ; for importing and exporting laser discs , laser video discs and importing laser disc molds and materials and laser videos as part of processing trade , the consignors and consignees shall complete Customs formalities based on relevant regulations of the country and proof of approval issued by relevant departments concerned with audio and video products ; when importing and exporting goods , if the consignors and consignees falsify conditions of the property rights of the goods , evade supervision of Customs , and smuggle goods that violate rights , Customs will handle them in accordance with the relevant regulations .",2,"(0, 0)"
['nw/xinhua/02/chtb_0289'],"['Customs', 'is', 'entitled', 'to', 'reject', 'shipments', 'of', 'goods', 'that', 'can', 'not', 'provide', 'legal', 'proof', ';', 'for', 'importing', 'and', 'exporting', 'laser', 'discs', ',', 'laser', 'video', 'discs', 'and', 'importing', 'laser', 'disc', 'molds', 'and', 'materials', 'and', 'laser', 'videos', 'as', 'part', 'of', 'processing', 'trade', ',', 'the', 'consignors', 'and', 'consignees', 'shall', 'complete', 'Customs', 'formalities', 'based', 'on', 'relevant', 'regulations', 'of', 'the', 'country', 'and', 'proof', 'of', 'approval', 'issued', 'by', 'relevant', 'departments', 'concerned', 'with', 'audio', 'and', 'video', 'products', ';', 'when', 'importing', 'and', 'exporting', 'goods', ',', 'if', 'the', 'consignors', 'and', 'consignees', 'falsify', 'conditions', 'of', 'the', 'property', 'rights', 'of', 'the', 'goods', ',', 'evade', 'supervision', 'of', 'Customs', ',', 'and', 'smuggle', 'goods', 'that', 'violate', 'rights', ',', 'Customs', 'will', 'handle', 'them', 'in', 'accordance', 'with', 'the', 'relevant', 'regulations', '.']","Customs is entitled to reject shipments of goods that can not provide legal proof ; for importing and exporting laser discs , laser video discs and importing laser disc molds and materials and laser videos as part of processing trade , the consignors and consignees shall complete Customs formalities based on relevant regulations of the country and proof of approval issued by relevant departments concerned with audio and video products ; when importing and exporting goods , if the consignors and consignees falsify conditions of the property rights of the goods , evade supervision of Customs , and smuggle goods that violate rights , Customs will handle them in accordance with the relevant regulations .",5,"(78, 81)"
['nw/xinhua/02/chtb_0289'],"['The', 'announcement', 'also', 'made', 'some', 'stipulations', 'about', 'the', 'rights', ',', 'responsibilities', 'and', 'obligations', 'of', 'the', 'owners', 'of', 'intellectual', 'property', 'rights', '.']","The announcement also made some stipulations about the rights , responsibilities and obligations of the owners of intellectual property rights .",3,"(14, 19)"
['nw/xinhua/02/chtb_0289'],"['The', 'announcement', 'also', 'made', 'some', 'stipulations', 'about', 'the', 'rights', ',', 'responsibilities', 'and', 'obligations', 'of', 'the', 'owners', 'of', 'intellectual', 'property', 'rights', '.']","The announcement also made some stipulations about the rights , responsibilities and obligations of the owners of intellectual property rights .",1,"(0, 1)"
['nw/xinhua/02/chtb_0299'],"['Xinhua', 'News', 'Agency', ',', 'Shanghai', ',', 'August', '31st', ',', 'by', 'reporter', 'Jierong', 'Zhou']","Xinhua News Agency , Shanghai , August 31st , by reporter Jierong Zhou",6,"(4, 4)"
['nw/xinhua/02/chtb_0299'],"['Xinhua', 'News', 'Agency', ',', 'Shanghai', ',', 'August', '31st', ',', 'by', 'reporter', 'Jierong', 'Zhou']","Xinhua News Agency , Shanghai , August 31st , by reporter Jierong Zhou",1,"(6, 7)"
['nw/xinhua/02/chtb_0299'],"['US', 'Commerce', 'Secretary', 'Brown', ',', 'who', 'is', 'visiting', 'China', 'now', ',', 'said', 'here', 'today', 'that', 'Shanghai', 'is', 'a', 'city', 'whose', 'economy', 'is', 'rapidly', 'developing', '.']","US Commerce Secretary Brown , who is visiting China now , said here today that Shanghai is a city whose economy is rapidly developing .",1,"(13, 13)"
['nw/xinhua/02/chtb_0299'],"['US', 'Commerce', 'Secretary', 'Brown', ',', 'who', 'is', 'visiting', 'China', 'now', ',', 'said', 'here', 'today', 'that', 'Shanghai', 'is', 'a', 'city', 'whose', 'economy', 'is', 'rapidly', 'developing', '.']","US Commerce Secretary Brown , who is visiting China now , said here today that Shanghai is a city whose economy is rapidly developing .",8,"(0, 9)"
['nw/xinhua/02/chtb_0299'],"['US', 'Commerce', 'Secretary', 'Brown', ',', 'who', 'is', 'visiting', 'China', 'now', ',', 'said', 'here', 'today', 'that', 'Shanghai', 'is', 'a', 'city', 'whose', 'economy', 'is', 'rapidly', 'developing', '.']","US Commerce Secretary Brown , who is visiting China now , said here today that Shanghai is a city whose economy is rapidly developing .",6,"(15, 15)"
['nw/xinhua/02/chtb_0299'],"['The', 'US', 'commercial', 'sector', 'is', 'very', 'interested', 'in', 'building', 'a', 'good', 'relationship', 'with', 'Shanghai', '.']",The US commercial sector is very interested in building a good relationship with Shanghai .,6,"(13, 13)"
['nw/xinhua/02/chtb_0299'],"['Brown', 'expressed', 'that', ',', 'both', 'sides', 'could', 'achieve', 'further', 'co-operation', 'in', 'the', 'areas', 'of', 'transportation', ',', 'telecommunication', ',', 'power', 'generation', ',', 'financial', 'services', 'etc', '.']","Brown expressed that , both sides could achieve further co-operation in the areas of transportation , telecommunication , power generation , financial services etc .",8,"(0, 0)"
['nw/xinhua/02/chtb_0299'],"['Brown', 'arrived', 'in', 'Shanghai', 'from', 'Beijing', 'late', 'last', 'night', '.']",Brown arrived in Shanghai from Beijing late last night .,8,"(0, 0)"
['nw/xinhua/02/chtb_0299'],"['Brown', 'arrived', 'in', 'Shanghai', 'from', 'Beijing', 'late', 'last', 'night', '.']",Brown arrived in Shanghai from Beijing late last night .,6,"(3, 3)"
['nw/xinhua/03/chtb_0309'],"['The', 'China', ""'s"", 'handicapped', 'sports', 'cause', 'has', 'undergone', 'the', 'several', 'stages', 'of', 'conceptualization', ',', 'growth', 'and', 'expansion', ',', 'and', 'is', 'currently', 'rising', '.']","The China 's handicapped sports cause has undergone the several stages of conceptualization , growth and expansion , and is currently rising .",5,"(1, 5)"
['nw/xinhua/03/chtb_0309'],"['The', 'China', ""'s"", 'handicapped', 'sports', 'cause', 'has', 'undergone', 'the', 'several', 'stages', 'of', 'conceptualization', ',', 'growth', 'and', 'expansion', ',', 'and', 'is', 'currently', 'rising', '.']","The China 's handicapped sports cause has undergone the several stages of conceptualization , growth and expansion , and is currently rising .",10,"(7, 7)"
['nw/xinhua/03/chtb_0309'],"['The', 'China', ""'s"", 'handicapped', 'sports', 'cause', 'has', 'undergone', 'the', 'several', 'stages', 'of', 'conceptualization', ',', 'growth', 'and', 'expansion', ',', 'and', 'is', 'currently', 'rising', '.']","The China 's handicapped sports cause has undergone the several stages of conceptualization , growth and expansion , and is currently rising .",13,"(1, 2)"
['nw/xinhua/03/chtb_0309'],"['The', 'holding', 'of', 'the', '6th', 'Far', 'East', 'and', 'South', 'Pacific', 'Disabled', 'Games', 'will', 'provide', 'more', 'impetus', 'for', 'this', 'trend', '.']",The holding of the 6th Far East and South Pacific Disabled Games will provide more impetus for this trend .,10,"(17, 18)"
['nw/xinhua/03/chtb_0309'],"['The', 'holding', 'of', 'the', '6th', 'Far', 'East', 'and', 'South', 'Pacific', 'Disabled', 'Games', 'will', 'provide', 'more', 'impetus', 'for', 'this', 'trend', '.']",The holding of the 6th Far East and South Pacific Disabled Games will provide more impetus for this trend .,6,"(3, 11)"
['nw/xinhua/03/chtb_0309'],"['At', 'the', 'beginning', 'of', 'the', 'establishment', 'of', 'the', 'People', ""'s"", 'Republic', 'of', 'China', ',', 'social', 'welfare', 'services', 'and', 'schools', 'for', 'blind', 'children', 'and', 'deaf', 'people', 'were', 'established', 'successively', 'everywhere', '.']","At the beginning of the establishment of the People 's Republic of China , social welfare services and schools for blind children and deaf people were established successively everywhere .",13,"(7, 12)"
['nw/xinhua/03/chtb_0319'],"['In', 'the', 'script', '""', 'Mongolian', 'handicapped', 'athletes', 'prepare', 'for', 'the', 'Far', 'South', 'Sports', 'Meet', '""', 'broadcast', 'today', ',', 'the', '""', 'Sports', 'Association', 'Chairman', 'Lahagewasu', '""', 'at', 'the', 'end', 'of', 'paragraph', 'three', 'should', 'be', 'changed', 'to', '""', 'Sports', 'Association', 'Chairman', 'Lahagewasulen', '""', '.']","In the script "" Mongolian handicapped athletes prepare for the Far South Sports Meet "" broadcast today , the "" Sports Association Chairman Lahagewasu "" at the end of paragraph three should be changed to "" Sports Association Chairman Lahagewasulen "" .",0,"(16, 16)"
['nw/xinhua/03/chtb_0319'],"['Xinhua', 'News', 'Agency', ',', 'August', '31st', '.']","Xinhua News Agency , August 31st .",0,"(4, 5)"
['pt/nt/40/nt_4009'],"['Jesus', 'got', 'into', 'a', 'boat', 'and', 'went', 'back', 'across', 'the', 'lake', 'to', 'his', 'own', 'town', '.']",Jesus got into a boat and went back across the lake to his own town .,4,"(12, 12)"
['pt/nt/40/nt_4009'],"['Jesus', 'got', 'into', 'a', 'boat', 'and', 'went', 'back', 'across', 'the', 'lake', 'to', 'his', 'own', 'town', '.']",Jesus got into a boat and went back across the lake to his own town .,4,"(0, 0)"
['pt/nt/40/nt_4009'],"['Some', 'people', 'brought', 'to', 'him', 'a', 'man', 'who', 'was', 'paralyzed', 'and', 'was', 'lying', 'on', 'a', 'mat', '.']",Some people brought to him a man who was paralyzed and was lying on a mat .,18,"(5, 9)"
['pt/nt/40/nt_4009'],"['Some', 'people', 'brought', 'to', 'him', 'a', 'man', 'who', 'was', 'paralyzed', 'and', 'was', 'lying', 'on', 'a', 'mat', '.']",Some people brought to him a man who was paralyzed and was lying on a mat .,39,"(0, 1)"
['pt/nt/40/nt_4009'],"['Some', 'people', 'brought', 'to', 'him', 'a', 'man', 'who', 'was', 'paralyzed', 'and', 'was', 'lying', 'on', 'a', 'mat', '.']",Some people brought to him a man who was paralyzed and was lying on a mat .,26,"(14, 15)"
['pt/nt/40/nt_4009'],"['Some', 'people', 'brought', 'to', 'him', 'a', 'man', 'who', 'was', 'paralyzed', 'and', 'was', 'lying', 'on', 'a', 'mat', '.']",Some people brought to him a man who was paralyzed and was lying on a mat .,4,"(4, 4)"
['pt/nt/40/nt_4009'],"['Jesus', 'saw', 'that', 'these', 'people', 'had', 'much', 'faith', '.']",Jesus saw that these people had much faith .,39,"(3, 4)"
['pt/nt/40/nt_4009'],"['Jesus', 'saw', 'that', 'these', 'people', 'had', 'much', 'faith', '.']",Jesus saw that these people had much faith .,4,"(0, 0)"
['pt/nt/40/nt_4009'],"['So', 'he', 'said', 'to', 'the', 'paralyzed', 'man', ',', '``', 'Young', 'man', ',', 'you', 'will', 'be', 'glad', 'to', 'hear', 'this', '.']","So he said to the paralyzed man , `` Young man , you will be glad to hear this .",4,"(1, 1)"
['pt/nt/40/nt_4009'],"['So', 'he', 'said', 'to', 'the', 'paralyzed', 'man', ',', '``', 'Young', 'man', ',', 'you', 'will', 'be', 'glad', 'to', 'hear', 'this', '.']","So he said to the paralyzed man , `` Young man , you will be glad to hear this .",18,"(4, 6)"
['pt/nt/40/nt_4009'],"['So', 'he', 'said', 'to', 'the', 'paralyzed', 'man', ',', '``', 'Young', 'man', ',', 'you', 'will', 'be', 'glad', 'to', 'hear', 'this', '.']","So he said to the paralyzed man , `` Young man , you will be glad to hear this .",18,"(9, 10)"
['pt/nt/40/nt_4009'],"['So', 'he', 'said', 'to', 'the', 'paralyzed', 'man', ',', '``', 'Young', 'man', ',', 'you', 'will', 'be', 'glad', 'to', 'hear', 'this', '.']","So he said to the paralyzed man , `` Young man , you will be glad to hear this .",18,"(12, 12)"
['pt/nt/40/nt_4009'],"['So', 'he', 'said', 'to', 'the', 'paralyzed', 'man', ',', '``', 'Young', 'man', ',', 'you', 'will', 'be', 'glad', 'to', 'hear', 'this', '.']","So he said to the paralyzed man , `` Young man , you will be glad to hear this .",25,"(18, 18)"
['pt/nt/40/nt_4009'],"['Your', 'sins', 'are', 'forgiven', '.', ""''""]",Your sins are forgiven . '',25,"(2, 2)"
['pt/nt/40/nt_4009'],"['Your', 'sins', 'are', 'forgiven', '.', ""''""]",Your sins are forgiven . '',18,"(0, 0)"
['pt/nt/40/nt_4009'],"['Your', 'sins', 'are', 'forgiven', '.', ""''""]",Your sins are forgiven . '',36,"(0, 1)"
['pt/nt/40/nt_4019'],"['After', 'Jesus', 'said', 'all', 'these', 'things', ',', 'he', 'left', 'Galilee', '.']","After Jesus said all these things , he left Galilee .",1,"(7, 7)"
['pt/nt/40/nt_4019'],"['After', 'Jesus', 'said', 'all', 'these', 'things', ',', 'he', 'left', 'Galilee', '.']","After Jesus said all these things , he left Galilee .",1,"(1, 1)"
['pt/nt/40/nt_4019'],"['He', 'went', 'into', 'the', 'area', 'of', 'Judea', 'on', 'the', 'other', 'side', 'of', 'the', 'Jordan', 'River', '.']",He went into the area of Judea on the other side of the Jordan River .,1,"(0, 0)"
['pt/nt/40/nt_4019'],"['Many', 'people', 'followed', 'him', '.']",Many people followed him .,1,"(3, 3)"
['pt/nt/40/nt_4019'],"['Jesus', 'healed', 'the', 'sick', 'people', 'there', '.']",Jesus healed the sick people there .,1,"(0, 0)"
['pt/nt/40/nt_4019'],"['Some', 'Pharisees', 'came', 'to', 'Jesus', '.']",Some Pharisees came to Jesus .,1,"(4, 4)"
['pt/nt/40/nt_4019'],"['Some', 'Pharisees', 'came', 'to', 'Jesus', '.']",Some Pharisees came to Jesus .,22,"(0, 1)"
['pt/nt/41/nt_4109'],"['Then', 'Jesus', 'said', ',', '``', 'Believe', 'me', 'when', 'I', 'say', 'that', 'some', 'of', 'you', 'people', 'standing', 'here', 'will', 'see', 'God', ""'s"", 'kingdom', 'come', 'with', 'power', 'before', 'you', 'die', '.', ""''""]","Then Jesus said , `` Believe me when I say that some of you people standing here will see God 's kingdom come with power before you die . ''",4,"(1, 1)"
['pt/nt/41/nt_4109'],"['Then', 'Jesus', 'said', ',', '``', 'Believe', 'me', 'when', 'I', 'say', 'that', 'some', 'of', 'you', 'people', 'standing', 'here', 'will', 'see', 'God', ""'s"", 'kingdom', 'come', 'with', 'power', 'before', 'you', 'die', '.', ""''""]","Then Jesus said , `` Believe me when I say that some of you people standing here will see God 's kingdom come with power before you die . ''",27,"(11, 16)"
['pt/nt/41/nt_4109'],"['Then', 'Jesus', 'said', ',', '``', 'Believe', 'me', 'when', 'I', 'say', 'that', 'some', 'of', 'you', 'people', 'standing', 'here', 'will', 'see', 'God', ""'s"", 'kingdom', 'come', 'with', 'power', 'before', 'you', 'die', '.', ""''""]","Then Jesus said , `` Believe me when I say that some of you people standing here will see God 's kingdom come with power before you die . ''",4,"(6, 6)"
['pt/nt/41/nt_4109'],"['Then', 'Jesus', 'said', ',', '``', 'Believe', 'me', 'when', 'I', 'say', 'that', 'some', 'of', 'you', 'people', 'standing', 'here', 'will', 'see', 'God', ""'s"", 'kingdom', 'come', 'with', 'power', 'before', 'you', 'die', '.', ""''""]","Then Jesus said , `` Believe me when I say that some of you people standing here will see God 's kingdom come with power before you die . ''",29,"(19, 20)"
['pt/nt/41/nt_4109'],"['Then', 'Jesus', 'said', ',', '``', 'Believe', 'me', 'when', 'I', 'say', 'that', 'some', 'of', 'you', 'people', 'standing', 'here', 'will', 'see', 'God', ""'s"", 'kingdom', 'come', 'with', 'power', 'before', 'you', 'die', '.', ""''""]","Then Jesus said , `` Believe me when I say that some of you people standing here will see God 's kingdom come with power before you die . ''",4,"(8, 8)"
['pt/nt/41/nt_4109'],"['Then', 'Jesus', 'said', ',', '``', 'Believe', 'me', 'when', 'I', 'say', 'that', 'some', 'of', 'you', 'people', 'standing', 'here', 'will', 'see', 'God', ""'s"", 'kingdom', 'come', 'with', 'power', 'before', 'you', 'die', '.', ""''""]","Then Jesus said , `` Believe me when I say that some of you people standing here will see God 's kingdom come with power before you die . ''",27,"(26, 26)"
['pt/nt/41/nt_4109'],"['Six', 'days', 'later', ',', 'Jesus', 'took', 'Peter', ',', 'James', ',', 'and', 'John', 'and', 'went', 'up', 'on', 'a', 'high', 'mountain', '.']","Six days later , Jesus took Peter , James , and John and went up on a high mountain .",12,"(16, 18)"
['pt/nt/41/nt_4109'],"['Six', 'days', 'later', ',', 'Jesus', 'took', 'Peter', ',', 'James', ',', 'and', 'John', 'and', 'went', 'up', 'on', 'a', 'high', 'mountain', '.']","Six days later , Jesus took Peter , James , and John and went up on a high mountain .",9,"(6, 11)"
['pt/nt/41/nt_4109'],"['Six', 'days', 'later', ',', 'Jesus', 'took', 'Peter', ',', 'James', ',', 'and', 'John', 'and', 'went', 'up', 'on', 'a', 'high', 'mountain', '.']","Six days later , Jesus took Peter , James , and John and went up on a high mountain .",5,"(6, 6)"
['pt/nt/41/nt_4109'],"['Six', 'days', 'later', ',', 'Jesus', 'took', 'Peter', ',', 'James', ',', 'and', 'John', 'and', 'went', 'up', 'on', 'a', 'high', 'mountain', '.']","Six days later , Jesus took Peter , James , and John and went up on a high mountain .",4,"(4, 4)"
['pt/nt/41/nt_4109'],"['They', 'were', 'all', 'alone', 'there', '.']",They were all alone there .,28,"(0, 0)"
['pt/nt/41/nt_4109'],"['While', 'these', 'followers', 'watched', 'him', ',', 'Jesus', 'was', 'changed', '.']","While these followers watched him , Jesus was changed .",9,"(1, 2)"
['pt/nt/41/nt_4109'],"['While', 'these', 'followers', 'watched', 'him', ',', 'Jesus', 'was', 'changed', '.']","While these followers watched him , Jesus was changed .",4,"(6, 6)"
['pt/nt/41/nt_4109'],"['While', 'these', 'followers', 'watched', 'him', ',', 'Jesus', 'was', 'changed', '.']","While these followers watched him , Jesus was changed .",4,"(4, 4)"
['pt/nt/41/nt_4109'],"['His', 'clothes', 'became', 'shining', 'white', '--', 'whiter', 'than', 'anyone', 'on', 'earth', 'could', 'make', 'them', '.']",His clothes became shining white -- whiter than anyone on earth could make them .,20,"(13, 13)"
['pt/nt/41/nt_4109'],"['His', 'clothes', 'became', 'shining', 'white', '--', 'whiter', 'than', 'anyone', 'on', 'earth', 'could', 'make', 'them', '.']",His clothes became shining white -- whiter than anyone on earth could make them .,4,"(0, 0)"
['pt/nt/41/nt_4109'],"['His', 'clothes', 'became', 'shining', 'white', '--', 'whiter', 'than', 'anyone', 'on', 'earth', 'could', 'make', 'them', '.']",His clothes became shining white -- whiter than anyone on earth could make them .,20,"(0, 1)"
['pt/nt/42/nt_4209'],"['Jesus', 'called', 'his', 'twelve', 'apostles', 'together', '.']",Jesus called his twelve apostles together .,6,"(0, 0)"
['pt/nt/42/nt_4209'],"['Jesus', 'called', 'his', 'twelve', 'apostles', 'together', '.']",Jesus called his twelve apostles together .,12,"(2, 4)"
['pt/nt/42/nt_4209'],"['Jesus', 'called', 'his', 'twelve', 'apostles', 'together', '.']",Jesus called his twelve apostles together .,6,"(2, 2)"
['pt/nt/42/nt_4209'],"['He', 'gave', 'them', 'power', 'to', 'heal', 'sicknesses', 'and', 'power', 'to', 'force', 'demons', 'out', 'of', 'people', '.']",He gave them power to heal sicknesses and power to force demons out of people .,6,"(0, 0)"
['pt/nt/42/nt_4209'],"['He', 'gave', 'them', 'power', 'to', 'heal', 'sicknesses', 'and', 'power', 'to', 'force', 'demons', 'out', 'of', 'people', '.']",He gave them power to heal sicknesses and power to force demons out of people .,12,"(2, 2)"
['pt/nt/42/nt_4209'],"['He', 'sent', 'them', 'to', 'tell', 'about', 'God', ""'s"", 'kingdom', 'and', 'to', 'heal', 'the', 'sick', '.']",He sent them to tell about God 's kingdom and to heal the sick .,6,"(0, 0)"
['pt/nt/42/nt_4209'],"['He', 'sent', 'them', 'to', 'tell', 'about', 'God', ""'s"", 'kingdom', 'and', 'to', 'heal', 'the', 'sick', '.']",He sent them to tell about God 's kingdom and to heal the sick .,12,"(2, 2)"
['pt/nt/42/nt_4209'],"['He', 'sent', 'them', 'to', 'tell', 'about', 'God', ""'s"", 'kingdom', 'and', 'to', 'heal', 'the', 'sick', '.']",He sent them to tell about God 's kingdom and to heal the sick .,15,"(6, 8)"
['pt/nt/42/nt_4209'],"['He', 'sent', 'them', 'to', 'tell', 'about', 'God', ""'s"", 'kingdom', 'and', 'to', 'heal', 'the', 'sick', '.']",He sent them to tell about God 's kingdom and to heal the sick .,3,"(6, 7)"
['pt/nt/42/nt_4209'],"['He', 'said', 'to', 'them', ',', '``', 'When', 'you', 'travel', ',', 'do', ""n't"", 'take', 'a', 'walking', 'stick', '.']","He said to them , `` When you travel , do n't take a walking stick .",6,"(0, 0)"
['pt/nt/42/nt_4209'],"['He', 'said', 'to', 'them', ',', '``', 'When', 'you', 'travel', ',', 'do', ""n't"", 'take', 'a', 'walking', 'stick', '.']","He said to them , `` When you travel , do n't take a walking stick .",12,"(7, 7)"
['pt/nt/42/nt_4209'],"['He', 'said', 'to', 'them', ',', '``', 'When', 'you', 'travel', ',', 'do', ""n't"", 'take', 'a', 'walking', 'stick', '.']","He said to them , `` When you travel , do n't take a walking stick .",12,"(3, 3)"
['pt/nt/42/nt_4219'],"['Jesus', 'was', 'going', 'through', 'the', 'city', 'of', 'Jericho', '.']",Jesus was going through the city of Jericho .,5,"(4, 7)"
['pt/nt/42/nt_4219'],"['Jesus', 'was', 'going', 'through', 'the', 'city', 'of', 'Jericho', '.']",Jesus was going through the city of Jericho .,2,"(0, 0)"
['pt/nt/42/nt_4219'],"['In', 'Jericho', 'there', 'was', 'a', 'man', 'named', 'Zacchaeus', '.']",In Jericho there was a man named Zacchaeus .,35,"(4, 7)"
['pt/nt/42/nt_4219'],"['In', 'Jericho', 'there', 'was', 'a', 'man', 'named', 'Zacchaeus', '.']",In Jericho there was a man named Zacchaeus .,5,"(1, 1)"
['pt/nt/42/nt_4219'],"['He', 'was', 'a', 'wealthy', ',', 'very', 'important', 'tax', 'collector', '.']","He was a wealthy , very important tax collector .",35,"(0, 0)"
['pt/nt/42/nt_4219'],"['He', 'wanted', 'to', 'see', 'who', 'Jesus', 'was', '.']",He wanted to see who Jesus was .,2,"(5, 5)"
['pt/nt/42/nt_4219'],"['He', 'wanted', 'to', 'see', 'who', 'Jesus', 'was', '.']",He wanted to see who Jesus was .,35,"(0, 0)"
['pt/nt/42/nt_4219'],"['There', 'were', 'many', 'others', 'who', 'wanted', 'to', 'see', 'Jesus', 'too', '.']",There were many others who wanted to see Jesus too .,37,"(2, 9)"
['pt/nt/42/nt_4219'],"['There', 'were', 'many', 'others', 'who', 'wanted', 'to', 'see', 'Jesus', 'too', '.']",There were many others who wanted to see Jesus too .,2,"(8, 8)"
['pt/nt/43/nt_4309'],"['While', 'Jesus', 'was', 'walking', ',', 'he', 'saw', 'a', 'man', 'who', 'had', 'been', 'blind', 'since', 'the', 'time', 'he', 'was', 'born', '.']","While Jesus was walking , he saw a man who had been blind since the time he was born .",8,"(5, 5)"
['pt/nt/43/nt_4309'],"['While', 'Jesus', 'was', 'walking', ',', 'he', 'saw', 'a', 'man', 'who', 'had', 'been', 'blind', 'since', 'the', 'time', 'he', 'was', 'born', '.']","While Jesus was walking , he saw a man who had been blind since the time he was born .",8,"(1, 1)"
['pt/nt/43/nt_4309'],"['While', 'Jesus', 'was', 'walking', ',', 'he', 'saw', 'a', 'man', 'who', 'had', 'been', 'blind', 'since', 'the', 'time', 'he', 'was', 'born', '.']","While Jesus was walking , he saw a man who had been blind since the time he was born .",4,"(7, 18)"
['pt/nt/43/nt_4309'],"['While', 'Jesus', 'was', 'walking', ',', 'he', 'saw', 'a', 'man', 'who', 'had', 'been', 'blind', 'since', 'the', 'time', 'he', 'was', 'born', '.']","While Jesus was walking , he saw a man who had been blind since the time he was born .",4,"(16, 16)"
['pt/nt/43/nt_4309'],"['Jesus', ""'"", 'followers', 'asked', 'him', ',', '``', 'Teacher', ',', 'why', 'was', 'this', 'man', 'born', 'blind', '?']","Jesus ' followers asked him , `` Teacher , why was this man born blind ?",4,"(11, 12)"
